	TopicalFocus	Date	Name	Volume/Issue	DOI/link	txt	pdf	Date_ann	Name_ann	Primary_Coder	A_dominant_frame	B_dominant_frame	C_dominant_frame	D_dominant_frame	E_dominant_frame	F_dominant_frame	G_dominant_frame	H_dominant_frame	A_other_frames	B_other_frames	C_other_frames	D_other_frames	E_other_frames	F_other_frames	G_other_frames	H_other_frames	Global	Urgent	Policy	Quotes?	Maud_comments	Mike_comments	Sam_comments	Noam_comments	Labels_dominant	Labels_other
390	Science	2001	Going it Alone	293 (5533)	10.1126/science.293.5533.1221 	293.5533.1221.txt	293.5533.1221.pdf	2001	Going it Alone	Mike					1										1		0	0	0						E_dominant_frame	G_other_frames
391	Science	2001	Earth System Science	292 (5524)	10.1126/science.292.5524.1965 	292.5524.1965.txt	292.5524.1965.pdf	2001	Earth System Science	Mike							1							1			1	0	0						G_dominant_frame	F_other_frames
392	Science	2001	Dealing with the Tinder As Well As the Flint	294 (5548)	10.1126/science.294.5548.1789 	294.5548.1789.txt	294.5548.1789.pdf	2001	Dealing with the Tinder	Noam				1						1	1		1				1	0	0	Yes, esp. on ethical					D_dominant_frame	B_other_frames/C_other_frames/E_other_frames
393	Science	2001	An Unfortunate U-Turn on Carbon	291 (5513)	10.1126/science.1060922 			2001	Unfortunate U-turn on carbon	All								1						1			0	0	0						H_dominant_frame	F_other_frames
394	Science	2001	The Science of Climate Change	292 (5520)	10.1126/science.292.5520.1261 	292.5520.1261.txt	292.5520.1261.pdf	2001	The science of CC	Sam							1							1		1	1	0	0						G_dominant_frame	F_other_frames/H_other_frames
395	Science	2002	Aftermaths	298 (5599)	10.1126/science.298.5599.1679 	298.5599.1679.txt	298.5599.1679.pdf	2002	Aftermaths	Maud			1														0	0	0						C_dominant_frame	
396	Science	2002	POTUS and the fish	297 (5581)	10.1126/science.297.5581.477 	297.5581.477.txt	297.5581.477.pdf	2002	POTUS and the fish	Mike								1									0	0	0	Yes					H_dominant_frame	
397	Science	2002	In praise of petroleum?	298 (5600)	10.1126/science.298.5600.1847 	298.5600.1847.txt	298.5600.1847.pdf	2002	In praise of petroleum	Maud		1										1	1				1	0	0						B_dominant_frame	D_other_frames/E_other_frames
398	Science	2002	"The Biosphere, Health, and ""Sustainability"""	297 (5584)	10.1126/science.297.5584.1093 	297.5584.1093.txt	297.5584.1093.pdf	2002	The biosphere, health, and 	Maud	1									1							1	0	0	Need to rethink economic system					A_dominant_frame	B_other_frames
399	Science	2002	Communicating Climate Change	297 (5582)	10.1126/science.297.5582.737 	297.5582.737.txt	297.5582.737.pdf	2002	Communicating CC	Noam								1				1		1			1	1	0						H_dominant_frame	D_other_frames/F_other_frames
400	Science	2002	Science in the U.S. Government: Interim Report	296 (5570)	10.1126/science.296.5570.981 	296.5570.981.txt	296.5570.981.pdf	2002	Science in the US government	Sam								1									0	0	0						H_dominant_frame	
401	Science	2003	Public engagement with Science	299 (5609)	10.1126/science.299.5609.977 	299.5609.977.txt	299.5609.977.pdf	2003	Public engagement with Science	Noam								1									0	0	0						H_dominant_frame	
402	Science	2003	Sustainability and the Commons	302 (5652)	10.1126/science.302.5652.1861 	302.5652.1861.txt	302.5652.1861.pdf	2003	Sustainability and the Commons	Sam						1			1				1			1	0	0	0				F vs H as dominant frame. Thoughts?		F_dominant_frame	A_other_frames/E_other_frames/H_other_frames
403	Science	2003	The climate divide	299 (5614)	10.1126/science.299.5614.1813 	299.5614.1813.txt	299.5614.1813.pdf	2003	The climate divide	Sam						1							1			1	0	1	0						F_dominant_frame	E_other_frames/H_other_frames
404	Science	2003	The policy drought on CC	299 (5605)	10.1126/science.299.5605.309 	299.5605.309.txt	299.5605.309.pdf	2003	The policy drought on CC	Mike						1									1		0	1	0						F_dominant_frame	G_other_frames
405	Science	2004	Science and the Bush admin.	305 (5692)	10.1126/science.305.5692.1873 	305.5692.1873.txt	305.5692.1873.pdf	2004	Science and the Bush admin.	Noam						1											0	0	0						F_dominant_frame	
406	Science	2004	Sustainable development	304 (5671)	10.1126/science.304.5671.649 	304.5671.649.txt	304.5671.649.pdf	2004	Sustainable development	Sam						1				1		1	1			1	1	0	0						F_dominant_frame	B_other_frames/D_other_frames/E_other_frames/H_other_frames
407	Science	2004	The candidates speak	306 (5693)	10.1126/science.1105134 	1105134.txt	1105134.pdf	2004	The candidates speak	Mike						1											0	0	0						F_dominant_frame	
408	Science	2004	The Hydrogen solution	305 (5686)	10.1126/science.305.5686.917 	305.5686.917.txt	305.5686.917.pdf	2004	The Hydrogen solution	Noam					1									1	1		0	1	1						E_dominant_frame	F_other_frames/G_other_frames
409	Science	2004	The international polar year	303 (5663)	10.1126/science.303.5663.1437 	303.5663.1437.txt	303.5663.1437.pdf	2004	The international polar year	Mike							1										1	0	0						G_dominant_frame	
410	Science	2004	Global Warming and Nuclear Power	303 (5657)	10.1126/science.303.5657.433 	303.5657.433.txt	303.5657.433.pdf	2004	Global Warming and Nuclear	Noam					1									1		1	0	0	1						E_dominant_frame	F_other_frames/H_other_frames
411	Science	2004	Largest void on Earth?	304 (5672)	10.1126/science.304.5672.795 	304.5672.795.txt	304.5672.795.pdf	2004	Largest void on Earth	Maud							1										0	0	0						G_dominant_frame	
412	Science	2004	Climate Change and Climate Science	304 (5677)	10.1126/science.304.5677.1565 	304.5677.1565.txt	304.5677.1565.pdf	2004	CC and climate science	Maud								1						1			1	0	0						H_dominant_frame	F_other_frames
413	Science	2005	Breakthrough of the year	310 (5756)	10.1126/science.1123757 	1123757.txt	1123757.pdf	2005	Breakthrough of the year	Noam							1										0	0	0						G_dominant_frame	
414	Science	2005	Climate equity for all	309 (5742)	10.1126/science.1115898 	1115898.txt	1115898.pdf	2005	Climate equity for all	Maud				1						1				1			1	0	1						D_dominant_frame	B_other_frames/F_other_frames
415	Science	2005	Risks and risks	309 (5744)	10.1126/science.1119787 	1119787.txt	1119787.pdf	2005	Risks and risks	All					1												0	0	0						E_dominant_frame	
416	Science	2005	Silly season on the Hill	309 (5739)	10.1126/science.1117863 	1117863.txt	1117863.pdf	2005	Silly season on the Hill	Mike								1									0	0	0						H_dominant_frame	
417	Science	2006	Don't grandfather Coal plants	314 (5802)	10.1126/science.1135210 	1135210.txt	1135210.pdf	2006	Don't grandfather Coal plants	Maud						1							1				0	0	1						F_dominant_frame	E_other_frames
418	Science	2006	Back to the People	313 (5788)	10.1126/science.1133322 	1133322.txt	1133322.pdf	2006	Back to the People	Noam						1											1	0	1						F_dominant_frame	
419	Science	2006	Carbon trading	314 (5803)	10.1126/science.1137177 	1137177.txt	1137177.pdf	2006	Carbon trading	Sam	1																0	0	1						A_dominant_frame	
420	Science	2006	Getting serious about biofuels	311 (5760)	10.1126/science.1124886 	1124886.txt	1124886.pdf	2006	Getting serious about biofuels	Sam					1												0	0	0						E_dominant_frame	
421	Science	2006	Ice and history	311 (5768)	10.1126/science.1127485 	1127485.txt	1127485.pdf	2006	Ice and history	Mike							1										1	0	0						G_dominant_frame	
422	Science	2006	More silliness on the Hill	312 (5775)	10.1126/science.1129466	1129466.txt	1129466.pdf	2006	More silliness on the Hill	Noam	1												1	1			0	0	1	YES					A_dominant_frame	E_other_frames/F_other_frames
423	Science	2006	New year, New look, old problem	311 (5757)	10.1126/science.1123759 	1123759.txt	1123759.pdf	2006	New year, New look, old problem	Noam								1	1								0	0	0	Yes, on denialism					H_dominant_frame	A_other_frames
424	Science	2006	Taking the pulse of the oceans	314 (5806)	10.1126/science.1135358 	1135358.txt	1135358.pdf	2006	Taking the pulse of the oceans	Sam							1							1			1	0	0				Remove? More about ocean science than framing climate change as a challenge		G_dominant_frame	F_other_frames
425	Science	2006	The billion-ton biofuels vision	312 (5778)	10.1126/science.1130034 	1130034.txt	1130034.pdf	2006	The billion-ton biofuels vision	Noam					1										1		0	0	1						E_dominant_frame	G_other_frames
426	Science	2006	The new gag rules	311 (5763)	10.1126/science.1125749 	1125749.txt	1125749.pdf	2006	The new gag rules	Sam								1									0	0	0				It's a little implict, but it's about NASA scientists being gagged		H_dominant_frame	
427	Science	2006	Acts of God?	311 (5759)	10.1126/science.1124889 	1124889.txt	1124889.pdf	2006	Acts of God	Mike				1													0	0	0						D_dominant_frame	
428	Science	2006	The G8 on Energy: Too Little	313 (5787)	10.1126/science.1132850 	1132850.txt	1132850.pdf	2006	the G8 on energy, too little	Mike					1									1			1	0	0	Yes					E_dominant_frame	F_other_frames
429	Science	2007	Breakthrough of the year	318 (5858)	10.1126/science.1154158 	1154158.txt	1154158.pdf	2007	Breakthrough of the year	Sam								1			1				1		1	0	0				Remove? IS this more a summary of the year than a framing of climate change?		H_dominant_frame	C_other_frames/G_other_frames
430	Science	2007	A critical vote down under	317 (5845)	10.1126/science.1148839 	1148839.txt	1148839.pdf	2007	A critical vote down under	Noam						1										1	0	0	0						F_dominant_frame	H_other_frames
431	Science	2007	A new year	315 (5808)	10.1126/science.1139394 	1139394.txt	1139394.pdf	2007	A new year	All								1									0	0	0						H_dominant_frame	
432	Science	2007	Two-pronged climate strategy	316 (5821)	10.1126/science.1143220 	1143220.txt	1143220.pdf	2007	Two-pronged climate strategy	Noam						1					1		1				1	1	1	Yes					F_dominant_frame	C_other_frames/E_other_frames
433	Science	2007	Energy and sustainability	315 (5813)	10.1126/science.1139792 	1139792.txt	1139792.pdf	2007	Energy and sustainability	Maud					1										1		0	0	0						E_dominant_frame	G_other_frames
434	Science	2007	Mixed Grill	317 (5842)	10.1126/science.1148943 	1148943.txt	1148943.pdf	2007	Mixed Grill	Maud					1									1			0	0	0						E_dominant_frame	F_other_frames
435	Science	2007	Mixed messages about climate	317 (5835)	10.1126/science.1145963 	1145963.txt	1145963.pdf	2007	Mixed messages about climate	Mike								1									0	0	1						H_dominant_frame	
436	Science	2007	Science, information, and power	315 (5815)	10.1126/science.1140872 	1140872.txt	1140872.pdf	2007	Science, information, and power	Sam								1	1				1				0	0	0						H_dominant_frame	A_other_frames/E_other_frames
437	Science	2007	Sustainability	315 (5812)	10.1126/science.1139909 	1139909.txt	1139909.pdf	2007	Sustainability	Maud				1					1	1							0	0	0						D_dominant_frame	A_other_frames/B_other_frames
438	Science	2007	Sustainable well-being	315 (5814)	10.1126/science.1140975 	1140975.txt	1140975.pdf	2007	Sustainable well-being	Noam							1		1				1	1			1	0	0						G_dominant_frame	A_other_frames/E_other_frames/F_other_frames
439	Science	2007	Year of the Reef	318 (5857)	10.1126/science.1153230 	1153230.txt	1153230.pdf	2007	The year of the reef	Sam						1									1		0	0	0				Although it's mostly about science, the framing of climate change is as a political challenge that would then enable reef scientific concerns to be resolved		F_dominant_frame	G_other_frames
440	Science	2007	Climate: Game Over	317 (5837)	10.1126/science.1147817 	1147817.txt	1147817.pdf	2007	Climate, game over	Sam	1												1				0	0	1	Yes			Although it frames it as a breakthrough year for science, the challenge is now seen as politicians delivering on economic and energy goals		A_dominant_frame	E_other_frames
441	Science	2007	Playing Climate Change Poker	317 (5836)	10.1126/science.1146513 	1146513.txt	1146513.pdf	2007	playing CC poker	Noam	1													1	1		1	1	0						A_dominant_frame	F_other_frames/G_other_frames
442	Science	2007	The Biofuels Conundrum	316 (5824)	10.1126/science.1142978 	1142978.txt	1142978.pdf	2007	the biofuels connondrum	Maud					1							1			1		1	0	0	Biofuels connondrum					E_dominant_frame	D_other_frames/G_other_frames
443	Science	2008	Microbes in the energy grid	320 (5879)	10.1126/science.1159999 	1159999.txt	1159999.pdf	2008	Microbes in the energy grid	Noam							1						1				0	0	0						G_dominant_frame	E_other_frames
444	Science	2008	Science for the Globe	319 (5864)	10.1126/science.1155011 	1155011.txt	1155011.pdf	2008	Science for the Globe	Maud					1										1		1	0	1						E_dominant_frame	G_other_frames
445	Science	2008	The IPCC must maintain its rigor	319 (5869)	10.1126/science.1155724 	1155724.txt	1155724.pdf	2008	The IPCC must maintain its rigor	Sam							1										1	0	0						G_dominant_frame	
446	Science	2008	A Populist Movement for Health?	322 (5898)	10.1126/science.1163960	1163960.txt	1163960.pdf	2008	A populist movement for Health	Mike								1				1			1		0	1	0	Yes					H_dominant_frame	D_other_frames/G_other_frames
447	Science	2008	Forest Research for the 21st Century	320 (5882)	10.1126/science.1160329 	1160329.txt	1160329.pdf	2008	Forest research for the 21st	Maud							1										1	0	0						G_dominant_frame	
448	Science	2009	Beyond climate science	326 (5953)	10.1126/science.1179807 	1179807.txt	1179807.pdf	2009	Beyond climate science	Noam							1										1	0	1						G_dominant_frame	
449	Science	2009	Carbon capture and sequestration	325 (5948)	10.1126/science.1181637 	1181637.txt	1181637.pdf	2009	Carbon capture and sequestration	Sam					1												1	1	0						E_dominant_frame	
450	Science	2009	Earth System Research priorities	325 (5938)	10.1126/science.1178591 	1178591.txt	1178591.pdf	2009	Earth System Research priorities	Mike							1										1	0	0	Yes					G_dominant_frame	
451	Science	2009	Future energy institutes	325 (5941)	10.1126/science.1176998 	1176998.txt	1176998.pdf	2009	Future energy institutes	Noam					1									1	1		1	0	1						E_dominant_frame	F_other_frames/G_other_frames
452	Science	2009	Gene banks for a warming planet	325 (5940)	10.1126/science.1177070	1177070.txt	1177070.pdf	2009	Gene banks for a warming planet	Maud			1														1	0	0						C_dominant_frame	
453	Science	2009	Governance of both poles	326 (5956)	10.1126/science.1183953 	1183953.txt	1183953.pdf	2009	Governance of both poles	Sam						1						1			1		1	0	0						F_dominant_frame	D_other_frames/G_other_frames
454	Science	2009	Reset cooperation with Russia	324 (5933)	10.1126/science.1175097 	1175097.txt	1175097.pdf	2009	Reset cooperation with Russia	Mike			1										1				1	0	0	Yes					C_dominant_frame	E_other_frames
455	Science	2009	The Climate in Copenhagen	326 (5958)	10.1126/science.1185072 	1185072.txt	1185072.pdf	2009	The Climate in Copenhagen	Noam	1													1			1	0	1						A_dominant_frame	F_other_frames
456	Science	2009	The Next Campaign	323 (5919)	10.1126/science.1169820 	1169820.txt	1169820.pdf	2009	The Next Campaign	Maud								1									0	0	0						H_dominant_frame	
457	Science	2009	Development and Climate Change	326 (5954)	10.1126/science.1183876 	1183876.txt	1183876.pdf	2009	Development and CC	Maud		1												1	1		1	0	1						B_dominant_frame	F_other_frames/G_other_frames
458	Science	2010	Ensuring Integrity in Science	327 (5966)	10.1126/science.1187612 	1187612.txt	1187612.pdf	2010	Ensuring Integrity in Science	All							1									1	0	0	0						G_dominant_frame	H_other_frames
459	Science	2010	Germany's Energy Research Plan	330 (6002)	10.1126/science.1198075	1198075.txt	1198075.pdf	2010	Germany's energy research plan	Mike					1												0	0	0						E_dominant_frame	
460	Science	2010	Policy-making needs science	330 (6009)	10.1126/science.1200613	1200613.txt	1200613.pdf	2010	Policy-making needs science	Sam								1							1		0	0	0						H_dominant_frame	G_other_frames
461	Science	2010	Stepping back, moving forward	328 (5979)	10.1126/science.1190790	1190790.txt	1190790.pdf	2010	Stepping back, moving forward	Maud								1				1					0	0	0						H_dominant_frame	D_other_frames
462	Science	2010	The changing oceans	328 (5985)	10.1126/science.1192996 	1192996.txt	1192996.pdf	2010	The changing oceans	Noam							1										1	0	0						G_dominant_frame	
463	Science	2010	Translational Ecology	329 (5992)	 10.1126/science.1195624 	1195624.txt	1195624.pdf	2010	Translational Ecology	Mike								1									0	0	0	Yes					H_dominant_frame	
464	Science	2010	Beyond Petroleum?	329 (5993)	10.1126/science.1194561	1194561.txt	1194561.pdf	2010	Beyond Petroleum	Sam					1												0	1	0	Yes, anti oil quotes					E_dominant_frame	
465	Science	2010	Driving U.S. Energy Leadership	330 (6004)	10.1126/science.1199255	1199255.txt	1199255.pdf	2010	Driving US Energy leadership	Noam	1												1	1			0	0	1						A_dominant_frame	E_other_frames/F_other_frames
466	Science	2011	EPA in the Crosshairs	332 (6028)	10.1126/science.1207012	1207012.txt	1207012.pdf	2011	EPA in the Crosshairs	Sam								1						1			0	0	0						H_dominant_frame	F_other_frames
467	Science	2012	Capably communicating science	337 (6096)	10.1126/science.1227898 	1227898.txt	1227898.pdf	2012	Capably communicating science	Maud								1									0	0	0	science of science communication as crucial					H_dominant_frame	
468	Science	2012	Science friction	336 (6089)	10.1126/science.1226098 	1226098.txt	1226098.pdf	2012	Science friction	Maud							1										0	0	0						G_dominant_frame	
469	Science	2013	Denial of catastrophic risks	339 (6124)	10.1126/science.1236756 	1236756.txt	1236756.pdf	2013	Denial of catastrophic risks	All			1														1	0	0	Yes					C_dominant_frame	
470	Science	2013	CC impacts	341 (6145)	10.1126/science.1243256	1243256.txt	1243256.pdf	2013	CC impacts	Noam							1										1	0	0						G_dominant_frame	
471	Science	2013	Bridge or crutch?	342 (6161)	10.1126/science.1248348 	1248348.txt	1248348.pdf	2013	Bridge or crutch	Maud					1					1		1			1		1	0	0						E_dominant_frame	B_other_frames/D_other_frames/G_other_frames
472	Science	2013	Climate Change Conversations	340 (6128)	10.1126/science.1238241 	1238241.txt	1238241.pdf	2013	CC conversations	Mike								1				1					0	1	0	Yes					H_dominant_frame	D_other_frames
473	Science	2013	Pathways for Conservation	341 (6143)	10.1126/science.1242710	1242710.txt	1242710.pdf	2013	Pathways for conversation	Mike						1										1	0	0	0			Is this really about conservation or CC?			F_dominant_frame	H_other_frames
474	Science	2014	Ghosts from the past	345 (6195)	10.1126/science.1258594 	1258594.txt	1258594.pdf	2014	Ghosts from the past	Maud			1										1				0	1	0						C_dominant_frame	E_other_frames
475	Science	2014	In praise of power	345 (6197)	10.1126/science.1259026 	1259026.txt	1259026.pdf	2014	In praise of power	Sam					1					1							1	0	0						E_dominant_frame	B_other_frames
476	Science	2014	Keystone XL	343 (6173)	10.1126/science.1251932 	1251932.txt	1251932.pdf	2014	Keystone XL	Maud					1									1			1	0	1						E_dominant_frame	F_other_frames
477	Science	2014	Negative-emissions insurance	344 (6191)	10.1126/science.1257423 	1257423.txt	1257423.pdf	2014	Negative-emissions insurance	Noam					1												0	0	0						E_dominant_frame	
478	Science	2014	The Pope tackles sustainability	345 (6203)	10.1126/science.1259742 	1259742.txt	1259742.pdf	2014	The Pope tackles sustainability	Mike				1						1							1	1	0	Yes					D_dominant_frame	B_other_frames
479	Science	2015	Bridging the opinion gap	347 (6221)	10.1126/science.aaa7477 	aaa7477.txt	aaa7477.pdf	2015	Bridging the opinion gap	Maud								1									0	0	0						H_dominant_frame	
480	Science	2015	Climate warning, 50 years later	350 (6262)	10.1126/science.aad7927 	aad7927.txt	aad7927.pdf	2015	Climate warning, 50 years later	Mike								1						1			0	1	0	Yes					H_dominant_frame	F_other_frames
481	Science	2015	Give soils their due	347 (6223)	10.1126/science.aaa8493 	aaa8493.txt	aaa8493.pdf	2015	Give soils their due	Noam						1											1	0	0						F_dominant_frame	
482	Science	2015	Ignorance is not an option	347 (6228)	10.1126/science.aab1102 	aab1102.txt	aab1102.pdf	2015	Ignorance is not an option	All					1										1		1	1	0						E_dominant_frame	G_other_frames
483	Science	2015	Oceans and Earth's habitability	348 (6237)	10.1126/science.aac5755 	aac5755.txt	aac5755.pdf	2015	Oceans and Earth's habitability	Noam							1							1		1	1	0	0						G_dominant_frame	F_other_frames/H_other_frames
484	Science	2015	One arctic	348 (6232)	10.1126/science.aab3119 	aab3119.txt	aab3119.pdf	2015	One arctic	Maud							1							1			1	0	0						G_dominant_frame	F_other_frames
485	Science	2015	The beyond-two-degree inferno	349 (6243)	10.1126/science.aac8698	aac8698.txt	aac8698.pdf	2015	The beyond-two-degree inferno	Mike						1											1	1	0	Yes					F_dominant_frame	
486	Science	2015	Turning the focus to solutions	350 (6264)	10.1126/science.aad8954 	aad8954.txt	aad8954.pdf	2015	Turning the focus to solutions	Sam						1			1	1			1		1		1	0	0						F_dominant_frame	A_other_frames/B_other_frames/E_other_frames/G_other_frames
487	Science	2015	Integrity—not just a federal issue	347 (6229)	10.1126/science.aab1106 	aab1106.txt	aab1106.pdf	2015	Integrity - not a federal issue	Sam								1									0	0	0	Yes					H_dominant_frame	
488	Science	2016	Biggest opportunity of our age	351 (6269)	10.1126/science.aaf1428 	aaf1428.txt	aaf1428.pdf	2016	biggest opportunity of our age	Noam					1				1	1	1	1					1	1	1						E_dominant_frame	A_other_frames/B_other_frames/C_other_frames/D_other_frames
489	Science	2016	Dealing with details in Marrakech	354 (6311)	10.1126/science.aal2558 	aal2558.txt	aal2558.pdf	2016	Dealing with details in Marrakech	Mike						1			1	1							1	1	0						F_dominant_frame	A_other_frames/B_other_frames
490	Science	2016	Future Earth	351 (6271)	10.1126/science.aaf2138 	aaf2138.txt	aaf2138.pdf	2016	Future Earth	Maud							1									1	1	1	1	Yes					G_dominant_frame	H_other_frames
